pid,BQ1,BQ2,BQ3,BQ3_n2,BQ4,BQ8,BQ5,BQ5_1,BQ5_2,BQ5_3,BQ6,BQ7,BQ7_1,BQ7_2,BQ9,BQ12_1,BQ12_2,BQ12_3,BQ13,BQ14,BQ14_1,BQ15_1,BQ15_2,BQ15_3,BQ15_4,BQ16_1,BQ16_2,BQ16_3,BQ16_4
341419,경기,남자,34,만30세~만39세,대학 졸업,개신교,"판매/영업/서비스직(상점 점원, 세일즈맨 등)",임금근로자,상용근로자 (계약기간 1년 이상),정규직,배우자 있음,있다,있다,없다,3명,200만원 이상 300만원 미만,5천만원~1억원 미만,중하층,4,국민의당,NA,1만원 그대로,1만원 그대로,1만원 그대로,1만원 그대로,3,3,2,2
341456,서울,남자,45,만40세~만49세,고등학교 졸업,천주교,"사무직(기업체 차장 이하, 5급 공무원 이하 등)",임금근로자,상용근로자 (계약기간 1년 이상),정규직,배우자 있음,있다,있다,있다,4명,600만원 이상 700만원 미만,4억원~7억원 미만,중하층,4,미래통합당,NA,5천원으로 줄임,5천원으로 줄임,5천원으로 줄임,1만원 그대로,3,3,2,2
343568,서울,남자,66,만60세 이상,고등학교 졸업,믿는 종교가 없다,"무직, 퇴직, 은퇴 (현재 일하지 않음)",NA,NA,NA,배우자 있음,있다,없다,없다,2명,200만원 이상 300만원 미만,4억원~7억원 미만,중간층,5 중도,지지하는 정당이 없음,지지하는 정당이 없음,1만원 그대로,1만원 그대로,5만원으로 늘림,5만원으로 늘림,3,3,2,3
344205,경기,남자,39,만30세~만39세,고등학교 졸업,믿는 종교가 없다,학생 (일하지 않고 학업 중),NA,NA,NA,이혼,없다,NA,NA,혼자 살고 있다,100만원 이상 200만원 미만,10억원 이상,최상층,0 매우 진보,모르겠다,더불어민주당,5만원으로 늘림,5만원으로 늘림,5만원으로 늘림,5만원으로 늘림,1,1,1,3
345829,경기,여자,47,만40세~만49세,대학 졸업,믿는 종교가 없다,전업주부 (일하지 않고 가사에만 종사),NA,NA,NA,배우자 있음,있다,없다,있다,4명,300만원 이상 400만원 미만,5천만원 미만,중하층,4,더불어민주당,NA,5만원으로 늘림,1만원 그대로,5만원으로 늘림,1만원 그대로,3,2,2,2
347497,경북,여자,62,만60세 이상,고등학교 졸업,믿는 종교가 없다,전업주부 (일하지 않고 가사에만 종사),NA,NA,NA,배우자 있음,있다,없다,없다,2명,300만원 이상 400만원 미만,1억원~2억원 미만,중하층,5 중도,지지하는 정당이 없음,지지하는 정당이 없음,모르겠다,모르겠다,모르겠다,모르겠다,3,3,2,2
347708,서울,여자,37,만30세~만39세,대학 졸업,믿는 종교가 없다,다른 직업,임금근로자,상용근로자 (계약기간 1년 이상),정규직,배우자 있음,있다,있다,없다,3명,500만원 이상 600만원 미만,7억원~10억원 미만,중상층,7,지지하는 정당이 없음,지지하는 정당이 없음,1만원 그대로,1만원 그대로,1만원 그대로,1만원 그대로,2,3,2,2
348250,충남,남자,36,만30세~만39세,대학 졸업,천주교,"사무직(기업체 차장 이하, 5급 공무원 이하 등)",임금근로자,상용근로자 (계약기간 1년 이상),정규직,이혼,있다,있다,있다,3명,300만원 이상 400만원 미만,1억원~2억원 미만,중상층,0 매우 진보,더불어민주당,NA,5천원으로 줄임,5천원으로 줄임,5천원으로 줄임,5천원으로 줄임,1,1,1,1
348311,서울,여자,43,만40세~만49세,고등학교 졸업,믿는 종교가 없다,"사무직(기업체 차장 이하, 5급 공무원 이하 등)",임금근로자,상용근로자 (계약기간 1년 이상),정규직,미혼,없다,NA,NA,2명,300만원 이상 400만원 미만,5천만원~1억원 미만,중하층,5 중도,지지하는 정당이 없음,지지하는 정당이 없음,5천원으로 줄임,5천원으로 줄임,1만원 그대로,1만원 그대로,2,2,3,2
348567,경기,남자,49,만40세~만49세,대학 졸업,불교,"전문직(의사, 법조인, 교수, 언론인 등)",고용원이 없는 자영업자,NA,NA,미혼,없다,NA,NA,3명,300만원 이상 400만원 미만,4억원~7억원 미만,중하층,2,지지하는 정당이 없음,더불어민주당,1만원 그대로,1만원 그대로,1만원 그대로,모르겠다,2,3,3,2
348740,경기,여자,50,만50세~만59세,고등학교 졸업,개신교,"사무직(기업체 차장 이하, 5급 공무원 이하 등)",임금근로자,상용근로자 (계약기간 1년 이상),정규직,미혼,없다,NA,NA,2명,200만원 이상 300만원 미만,3억원~4억원 미만,중간층,4,지지하는 정당이 없음,더불어민주당,1만원 그대로,1만원 그대로,1만원 그대로,1만원 그대로,2,3,2,2
348885,경기,남자,42,만40세~만49세,대학 졸업,믿는 종교가 없다,"자영업자(상업, 종업원 9인 이하의 소규모 장사 및 개인 택시 운전 등)",고용원이 있는 자영업자,NA,NA,배우자 있음,있다,없다,있다,4명,2천만원 이상,10억원 이상,중상층,5 중도,지지하는 정당이 없음,지지하는 정당이 없음,1만원 그대로,1만원 그대로,1만원 그대로,1만원 그대로,3,2,2,2
350984,경기,여자,40,만40세~만49세,대학 졸업,개신교,전업주부 (일하지 않고 가사에만 종사),NA,NA,NA,배우자 있음,있다,있다,있다,5명 이상,400만원 이상 500만원 미만,5천만원~1억원 미만,중하층,5 중도,정의당,NA,모르겠다,모르겠다,모르겠다,모르겠다,2,3,2,2
352018,인천,남자,60,만60세 이상,대학 졸업,개신교,"사무직(기업체 차장 이하, 5급 공무원 이하 등)",임금근로자,상용근로자 (계약기간 1년 이상),정규직,배우자 있음,있다,없다,있다,4명,500만원 이상 600만원 미만,4억원~7억원 미만,중하층,9,미래통합당,NA,1만원 그대로,1만원 그대로,5천원으로 줄임,5천원으로 줄임,3,1,2,2
352897,경기,여자,46,만40세~만49세,고등학교 졸업,믿는 종교가 없다,전업주부 (일하지 않고 가사에만 종사),NA,NA,NA,배우자 있음,있다,없다,있다,3명,300만원 이상 400만원 미만,5천만원 미만,중하층,5 중도,지지하는 정당이 없음,모르겠다,1만원 그대로,5천원으로 줄임,5만원으로 늘림,1만원 그대로,3,2,3,2
354715,서울,남자,58,만50세~만59세,고등학교 졸업,개신교,다른 직업,임금근로자,임시근로자 (계약기간 1개월 이상 1년 미만),비정규직,배우자 있음,있다,없다,없다,4명,300만원 이상 400만원 미만,2억원~3억원 미만,최하층,3,더불어민주당,NA,모르겠다,모르겠다,모르겠다,모르겠다,2,2,2,2
354794,경기,남자,46,만40세~만49세,고등학교 졸업,믿는 종교가 없다,"노무/기계조작/운송/기능원 및 관련 기능 종사자(운전사, 선반, 목공 등)",임금근로자,상용근로자 (계약기간 1년 이상),정규직,미혼,없다,NA,NA,3명,200만원 이상 300만원 미만,5천만원~1억원 미만,중하층,5 중도,모르겠다,모르겠다,모르겠다,5천원으로 줄임,1만원 그대로,모르겠다,3,2,2,3
354839,충북,남자,38,만30세~만39세,고등학교 졸업,믿는 종교가 없다,"노무/기계조작/운송/기능원 및 관련 기능 종사자(운전사, 선반, 목공 등)",임금근로자,상용근로자 (계약기간 1년 이상),정규직,배우자 있음,없다,NA,NA,2명,600만원 이상 700만원 미만,1억원~2억원 미만,중간층,모르겠다,더불어민주당,NA,5만원으로 늘림,1만원 그대로,1만원 그대로,1만원 그대로,2,2,2,2
356982,서울,남자,54,만50세~만59세,대학원 졸업,믿는 종교가 없다,"사무직(기업체 차장 이하, 5급 공무원 이하 등)",임금근로자,상용근로자 (계약기간 1년 이상),정규직,배우자 있음,있다,없다,없다,4명,600만원 이상 700만원 미만,5천만원~1억원 미만,중간층,5 중도,지지하는 정당이 없음,더불어민주당,1만원 그대로,5만원으로 늘림,1만원 그대로,1만원 그대로,3,4,3,3
357243,충북,여자,63,만60세 이상,고등학교 졸업,불교,전업주부 (일하지 않고 가사에만 종사),NA,NA,NA,사별,있다,없다,없다,혼자 살고 있다,100만원 미만,5천만원 미만,최하층,8,지지하는 정당이 없음,지지하는 정당이 없음,1만원 그대로,1만원 그대로,1만원 그대로,1만원 그대로,2.5,2.5,2.5,2.5
357313,부산,여자,67,만60세 이상,고등학교 졸업,천주교,"자영업자(상업, 종업원 9인 이하의 소규모 장사 및 개인 택시 운전 등)",고용원이 없는 자영업자,NA,NA,배우자 있음,있다,없다,없다,2명,300만원 이상 400만원 미만,1억원~2억원 미만,중하층,7,미래통합당,NA,1만원 그대로,1만원 그대로,1만원 그대로,1만원 그대로,2,2,2,2
357358,경남,남자,64,만60세 이상,고등학교 졸업,불교,"자영업자(상업, 종업원 9인 이하의 소규모 장사 및 개인 택시 운전 등)",고용원이 없는 자영업자,NA,NA,배우자 있음,있다,없다,없다,3명,300만원 이상 400만원 미만,5천만원~1억원 미만,중하층,2,더불어민주당,NA,1만원 그대로,1만원 그대로,5만원으로 늘림,1만원 그대로,2,2,3,2
357510,대구,남자,63,만60세 이상,고등학교 졸업,믿는 종교가 없다,"자영업자(상업, 종업원 9인 이하의 소규모 장사 및 개인 택시 운전 등)",고용원이 없는 자영업자,NA,NA,배우자 있음,있다,없다,없다,4명,300만원 이상 400만원 미만,1억원~2억원 미만,중간층,5 중도,더불어민주당,NA,1만원 그대로,모르겠다,1만원 그대로,모르겠다,3,2,2,2
357541,부산,여자,53,만50세~만59세,고등학교 졸업,천주교,"무직, 퇴직, 은퇴 (현재 일하지 않음)",NA,NA,NA,미혼,없다,NA,NA,2명,100만원 미만,5천만원 미만,최하층,5 중도,지지하는 정당이 없음,지지하는 정당이 없음,모르겠다,모르겠다,모르겠다,모르겠다,2,2,2,2
357676,경기,남자,55,만50세~만59세,고등학교 졸업,믿는 종교가 없다,"사무직(기업체 차장 이하, 5급 공무원 이하 등)",임금근로자,상용근로자 (계약기간 1년 이상),정규직,이혼,없다,NA,NA,혼자 살고 있다,100만원 이상 200만원 미만,5천만원 미만,최하층,2,더불어민주당,NA,1만원 그대로,1만원 그대로,1만원 그대로,1만원 그대로,2,3,2,2
361341,서울,여자,45,만40세~만49세,대학 졸업,천주교,전업주부 (일하지 않고 가사에만 종사),NA,NA,NA,배우자 있음,있다,없다,있다,4명,1천만원 이상 1천 5백만원 미만,7억원~10억원 미만,중간층,5 중도,국민의당,NA,1만원 그대로,1만원 그대로,1만원 그대로,1만원 그대로,3,4,3,3
362315,경기,남자,24,만18세~만29세,고등학교 졸업,믿는 종교가 없다,"무직, 퇴직, 은퇴 (현재 일하지 않음)",NA,NA,NA,미혼,없다,NA,NA,4명,400만원 이상 500만원 미만,5천만원 미만,중하층,5 중도,지지하는 정당이 없음,지지하는 정당이 없음,1만원 그대로,1만원 그대로,1만원 그대로,1만원 그대로,2,2,2,1
362464,서울,여자,45,만40세~만49세,고등학교 졸업,개신교,"사무직(기업체 차장 이하, 5급 공무원 이하 등)",임금근로자,상용근로자 (계약기간 1년 이상),정규직,배우자 있음,있다,없다,있다,4명,2천만원 이상,4억원~7억원 미만,중하층,4,정의당,NA,1만원 그대로,1만원 그대로,1만원 그대로,1만원 그대로,3,4,2,2
362497,경기,여자,61,만60세 이상,고등학교 졸업,개신교,전업주부 (일하지 않고 가사에만 종사),NA,NA,NA,배우자 있음,있다,없다,없다,2명,400만원 이상 500만원 미만,7억원~10억원 미만,중간층,4,더불어민주당,NA,1만원 그대로,1만원 그대로,1만원 그대로,모르겠다,3,2,2,2
362825,서울,남자,43,만40세~만49세,대학 졸업,믿는 종교가 없다,"사무직(기업체 차장 이하, 5급 공무원 이하 등)",임금근로자,상용근로자 (계약기간 1년 이상),정규직,미혼,없다,NA,NA,3명,600만원 이상 700만원 미만,4억원~7억원 미만,중하층,2,더불어민주당,NA,5만원으로 늘림,1만원 그대로,5만원으로 늘림,1만원 그대로,2,2,2,1
362841,경기,남자,50,만50세~만59세,고등학교 졸업,천주교,"자영업자(상업, 종업원 9인 이하의 소규모 장사 및 개인 택시 운전 등)",고용원이 없는 자영업자,NA,NA,배우자 있음,있다,없다,있다,3명,1천만원 이상 1천 5백만원 미만,1억원~2억원 미만,중하층,1,더불어민주당,NA,5만원으로 늘림,1만원 그대로,5만원으로 늘림,모르겠다,3,3,3,3
365676,강원,여자,36,만30세~만39세,대학 졸업,불교,전업주부 (일하지 않고 가사에만 종사),NA,NA,NA,배우자 있음,있다,있다,없다,3명,300만원 이상 400만원 미만,5천만원 미만,중하층,8,정의당,NA,1만원 그대로,1만원 그대로,1만원 그대로,모르겠다,2,2,2,3
366079,인천,여자,26,만18세~만29세,대학 졸업,믿는 종교가 없다,"사무직(기업체 차장 이하, 5급 공무원 이하 등)",임금근로자,상용근로자 (계약기간 1년 이상),정규직,미혼,없다,NA,NA,5명 이상,700만원 이상 1천만원 미만,5천만원~1억원 미만,중간층,5 중도,더불어민주당,NA,모르겠다,1만원 그대로,모르겠다,모르겠다,2.5,3,2,2
366329,광주,남자,76,만60세 이상,중학교 졸업 이하,믿는 종교가 없다,"무직, 퇴직, 은퇴 (현재 일하지 않음)",NA,NA,NA,배우자 있음,있다,없다,없다,3명,100만원 미만,5천만원 미만,중하층,4,지지하는 정당이 없음,국민의당,모르겠다,모르겠다,모르겠다,모르겠다,2,2,2,3
367315,경기,남자,51,만50세~만59세,고등학교 졸업,믿는 종교가 없다,"자영업자(상업, 종업원 9인 이하의 소규모 장사 및 개인 택시 운전 등)",고용원이 없는 자영업자,NA,NA,배우자 있음,있다,없다,있다,4명,700만원 이상 1천만원 미만,2억원~3억원 미만,중하층,4,더불어민주당,NA,1만원 그대로,1만원 그대로,1만원 그대로,1만원 그대로,2,2,2,2
368070,울산,여자,65,만60세 이상,고등학교 졸업,믿는 종교가 없다,전업주부 (일하지 않고 가사에만 종사),NA,NA,NA,배우자 있음,있다,없다,없다,4명,200만원 이상 300만원 미만,1억원~2억원 미만,중하층,4,지지하는 정당이 없음,지지하는 정당이 없음,5천원으로 줄임,5천원으로 줄임,5천원으로 줄임,5천원으로 줄임,2,2,2,2
368376,부산,여자,42,만40세~만49세,대학 졸업,믿는 종교가 없다,전업주부 (일하지 않고 가사에만 종사),NA,NA,NA,배우자 있음,있다,없다,있다,4명,200만원 이상 300만원 미만,5천만원~1억원 미만,최하층,5 중도,더불어민주당,NA,모르겠다,모르겠다,모르겠다,모르겠다,3,2.5,3,2
368587,경기,여자,36,만30세~만39세,고등학교 졸업,믿는 종교가 없다,전업주부 (일하지 않고 가사에만 종사),NA,NA,NA,배우자 있음,있다,없다,있다,3명,300만원 이상 400만원 미만,1억원~2억원 미만,중하층,5 중도,지지하는 정당이 없음,지지하는 정당이 없음,1만원 그대로,1만원 그대로,1만원 그대로,1만원 그대로,2,2,3,2
368869,부산,여자,37,만30세~만39세,대학 졸업,불교,"사무직(기업체 차장 이하, 5급 공무원 이하 등)",임금근로자,상용근로자 (계약기간 1년 이상),정규직,사별,있다,있다,있다,3명,100만원 이상 200만원 미만,2억원~3억원 미만,중하층,9,국민의당,NA,5만원으로 늘림,5만원으로 늘림,모르겠다,5만원으로 늘림,4,2.5,3,2.5
